#Total payments (2.5yrs)	Name	Specialty	Medicare prescriptions	Drug cost	Brand name?	Speaking payment	% narcotics	peer % narcotics	Most-prescribed medicare drugs
$1095478.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962567792 >DAVID MANNING </A>	Orthopaedic Surgery	<span style=color:black>361 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	42.3	( peers 55.8)	
$20752.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1306973748 >GAURAV UPADHYAY </A>	Clinical Cardiac Electrophysiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			XARELTO;PRADAXA;BRILINTA;ELIQUIS
$19497.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1861683559 >SIRTAZ ADATYA </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ENTRESTO;KENGREAL;CLEVIPREX;ANGIOMAX
$19032.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1568524015 >RITA NANDA </A>	Hematology & Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			OTHER;HERCEPTIN;KEYTRUDA;ZYTIGA
$18579.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1881896652 >MICHAEL LEE </A>	Orthopaedic Surgery of the Spine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			OFIRMEV
$18425.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1376694356 >KOUROSH REZANIA </A>	Neurology	<span style=color:black>1387 </span>	<span style=color:red>High drug cost</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	32.1	( peers 6.9)	LUMIZYME;GRALISE;OTHER;GAMMAGRAD/KIOVIG;FABRAZYME
$18406.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720140270 >EDWIN POSADAS </A>	Hematology & Oncology	<span style=color:black>239 </span>	<span style=color:red>High drug cost</span>	<span style=color:red>Brand-name prescriber</span>	<span style=color:green>Nothing unusual</span>			XTANDI;IBRUTINIB;INLYTA;SUTENT;AFINITOR
$17713.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1194737452 >SACHIN SHAH </A>	Internal Medicine	<span style=color:black>1739 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	16.4	( peers 16.6)	
$17500	<A HREF=https://projects.propublica.org/vital-signs/doctor/1184807885 >MATTHEW CHURPEK </A>	Critical Care Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			H.P. ACTHAR
$16917.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1487717906 >IRVING WAXMAN </A>	Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$16840.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1023042744 >JOHN EDWARD BLAIR </A>	Interventional Cardiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ORENITRAM;BRILINTA;KENGREAL;XARELTO;PRADAXA
$16574.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1407989601 >SALIM RIZK </A>	Critical Care Medicine	<span style=color:black>861 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			DALIRESP;TUDORZA;BREO;ANORO ELLIPTA;SYMBICORT
$16264.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1730230715 >MARTIN NICHOLAS </A>	Neurology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			BLINCYTO;ABT 414;AVASTIN
$16027.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1720215387 >ANDREW BEASER </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ZETIA;PRADAXA;VYTORIN;XARELTO;KENGREAL
$15975.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508823824 >STUART KAPLAN </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			XELJANZ;RAYOS;KCENTRA;GLIADEL
$15910.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699795302 >SAMEER BADLANI </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			RELISTOR;PERFOROMIST
$15884.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1922129279 >TIMOTHY NIEWOLD </A>	Rheumatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			H.P. ACTHAR;OTHER
$15860.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1962664540 >CHENG-KAI KAO </A>	Hospitalist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			PREVNAR  13
$15731.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1831271436 >JAMES MOK </A>	Orthopaedic Surgery of the Spine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			MOVANTIK;DUEXIS
$15614.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1316104854 >ANISHA DUA </A>	Rheumatology	<span style=color:black>491 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			SIMPONI;REMICADE;RITUXAN;ACTEMRA;HUMIRA
$15317.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1710038781 >ABRAHAM DACHMAN </A>	Diagnostic Radiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ISOVUE
$15202.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1811199235 >KELLY SCHMIDT </A>	Neurological Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			GABLOFEN;VIMPAT;OTHER;KCENTRA;GLIADEL
$14769.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1699722819 >DAVID DIJOHN </A>	Pediatric Infectious Diseases	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			SKLICE;MENACTRA;PENTACEL
$14165.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1942363452 >NICOLE STANKUS </A>	Nephrology	<span style=color:black>1126 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			SENSIPAR;RITUXAN;ZETIA;VYTORIN
$13901.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1396910261 >CHRISTOPHER WIGFIELD </A>	Thoracic Surgery (Cardiothoracic Vascular Surgery)	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ORENITRAM
$12875.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1811966062 >STEFAN CHOCK </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			XARELTO;INVANZ;PREVNAR  13;ZYVOX;TEFLARO
$12498.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1437317740 >ANNA ZISMAN </A>	Internal Medicine	<span style=color:black>591 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			THIOLA
$11977.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235108325 >SINA NASRI-CHENIJANI </A>	Otolaryngology/Facial Plastic Surgery	<span style=color:black>2078 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			DYMISTA;XARTEMIS XR;THYROGEN;COMETRIQ;CIPRODEX
$11877.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1972586303 >KEITH RUSKIN </A>	Anesthesiology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			
$11768.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1902062037 >SUJIT JANARDHAN </A>	Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			HUMIRA;VIEKIRA
$11452.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1649207010 >SAMEER NAGDA </A>	Specialist	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			AEQUALIS ASCEND FLEX
$11398.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1447418660 >MUSTAFA HUSSAIN </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$11350	<A HREF=https://projects.propublica.org/vital-signs/doctor/1942378138 >EMILY LANDON </A>	Infectious Disease	<span style=color:black>253 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$11308.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1740405836 >GABRIEL SAYER </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			ENTRESTO;ORENITRAM;XARELTO;TYVASO;REMODULIN
$11208.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1659458156 >HAVAL SAADLLA </A>	Pulmonary Disease	<span style=color:black>1642 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	0	( peers 3.2)	DALIRESP;TUDORZA;OPSUMIT MACITENTAN;BROVANA;ZEMAIRA
$11078.2	<A HREF=https://projects.propublica.org/vital-signs/doctor/1508029703 >RUSSELL SZMULEWITZ </A>	Hematology & Oncology	<span style=color:black>624 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Brand-name prescriber</span>	<span style=color:green>Nothing unusual</span>			INLYTA;SUTENT;ZYTIGA
$11010.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1588635312 >SHAHID MALIK </A>	Medical Oncology	<span style=color:black>1175 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			PROVENGE;SOLIRIS;AFINITOR;NEXAVAR;JAKAFI
$10507.5	<A HREF=https://projects.propublica.org/vital-signs/doctor/1992718241 >NATHANIEL CRUMP </A>	Obstetrics & Gynecology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$10100.3	<A HREF=https://projects.propublica.org/vital-signs/doctor/1164572103 >ROBERT DAUM </A>	Pediatric Infectious Diseases	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			VIBATIV;OTHER;TRUMENBA
$9333.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1790847242 >MARCUS CLARK </A>	Rheumatology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			OTHER;ABT 199
$9130.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1356491385 >RUBA AZZAM </A>	Pediatric Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			KANUMA;SOLIRIS
$8748.0	<A HREF=https://projects.propublica.org/vital-signs/doctor/1104988658 >ELIZABETH MCNALLY </A>	Cardiovascular Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			CIALIS;LUMIZYME
$8583.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1770526964 >VIKAS GUPTA </A>	Hematology & Oncology	<span style=color:black>395 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>	15.2	( peers 21.0)	AFINITOR;NEXAVAR;JAKAFI;XTANDI;AVASTIN
$8245.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1215090725 >MATTHEW SORRENTINO </A>	Cardiovascular Disease	<span style=color:black>3578 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			EDARBI;EDARBYCLOR;VYTORIN;ZETIA;XARELTO
$8190	<A HREF=https://projects.propublica.org/vital-signs/doctor/1235291790 >DAVID EHRMANN </A>	Endocrinology, Diabetes & Metabolism	<span style=color:black>642 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			
$8185.1	<A HREF=https://projects.propublica.org/vital-signs/doctor/1033272554 >HELEN TE </A>	Hepatology	<span style=color:black>1945 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			DAKLINZA;VIREAD;OTHER
$8096.8	<A HREF=https://projects.propublica.org/vital-signs/doctor/1982754925 >MARIA DOWELL </A>	Pediatric Pulmonology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			CAYSTON
$7969.4	<A HREF=https://projects.propublica.org/vital-signs/doctor/1053394148 >LARRY COHLER </A>	Thoracic Surgery (Cardiothoracic Vascular Surgery)	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			CARDIOVASCULAR PRODUCT;CARDIOVASCULAR;ZYKADIA;ALIMTA;BRILINTA
$7886.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1922161447 >STEVEN WHITE </A>	Pulmonary Disease	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			SPIRIVA;H.P. ACTHAR;PROLASTIN-C;SIMPONI ARIA;STELARA
$7800.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1033188289 >KITAE KIM </A>	Surgery	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			INVANZ;XARELTO;DEXMEDETOMIDINE;TEFLARO;ZYVOX
$7567.7	<A HREF=https://projects.propublica.org/vital-signs/doctor/1912123340 >STACY KAHN </A>	Pediatric Gastroenterology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			HUMIRA;VIEKIRA;SYNTHROID;LUPRON;ANDROGEL
$7558.9	<A HREF=https://projects.propublica.org/vital-signs/doctor/1043289234 >SUSAN COHN </A>	Pediatric Hematology-Oncology	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			ZYKADIA
$7493.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1841247277 >MONICA PEEK </A>	Internal Medicine	<span style=color:black> </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:red>Speaking payment</span>			APIDRA;LANTUS
$7402.6	<A HREF=https://projects.propublica.org/vital-signs/doctor/1396868147 >JOHN SCHNEIDER </A>	Infectious Disease	<span style=color:black>666 </span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>	<span style=color:green>Nothing unusual</span>			OTHER
